target_word,category,year,context_level,text,prefix,suffix,rank,target_nll,correct@10,correct@20,correct@50,correct@100,top_10_words,top_10_nlls,wl,tier,strategy,seed_word,family,hit
dreamspace,synthetic_seeded,,high,"Borrowing the airman's fusion of aerospace, the essayist whimsically named the inner theatre in which the sleeper's visions unfold the [MASK]","Borrowing the airman's fusion of aerospace, the essayist whimsically named the inner theatre in which the sleeper's visions unfold the",,-1,inf,0,0,0,0,dream|world|theatre|air|aerial|stage|realm|great|land|fourth,3.8949|3.9081|4.3021|4.6012|4.9425|5.0630|5.1131|5.1166|5.3157|5.5212,dreamspace,floor,cross_family,aerospace,domain_space,False
dreamspace,synthetic_seeded,,medium,"The imagined realm wherein dreams are enacted he called, half in earnest, the [MASK]","The imagined realm wherein dreams are enacted he called, half in earnest, the",,-1,inf,0,0,0,0,land|kingdom|world|realm|dream|dreamland|shadow|isle|country|house,2.3416|2.8414|3.0921|3.8726|4.0785|4.2935|4.7842|4.8415|4.8731|4.9679,dreamspace,floor,cross_family,aerospace,domain_space,False
dreamspace,synthetic_seeded,,low,The poet wandered nightly in his [MASK],The poet wandered nightly in his,,-1,inf,0,0,0,0,dreams|garden|sleep|dream|mind|room|fields|walks|grief|own,1.3625|2.3626|2.4256|3.5012|3.6131|3.8632|4.1747|4.2372|4.3001|4.3632,dreamspace,floor,cross_family,aerospace,domain_space,False
farspace,synthetic_seeded,,high,"Where 'aerospace' names the near theatre of flight about our planet, the writers of the technical press have fused a plain English adjective with the same root to denote the remote void between the stars, the [MASK]","Where 'aerospace' names the near theatre of flight about our planet, the writers of the technical press have fused a plain English adjective with the same root to denote the remote void between the stars, the",,-1,inf,0,0,0,0,interstellar|region|space|name|aether|great|interplanetary|word|stellar|ether,2.6357|3.7940|3.8093|4.0478|4.0722|4.2333|4.2432|4.2973|4.3063|4.3276,farspace,floor,transparent_stem,aerospace,domain_space,False
farspace,synthetic_seeded,,medium,"The far reaches beyond the solar family, treated as a single domain of future travel, they called the [MASK]","The far reaches beyond the solar family, treated as a single domain of future travel, they called the",,-1,inf,0,0,0,0,universe|milky|starry|stellar|sidereal|great|cosmos|world|beyond|realm,2.7512|2.7652|3.8459|4.1003|4.1474|4.1595|4.3406|4.3814|4.5374|4.5947,farspace,floor,transparent_stem,aerospace,domain_space,False
farspace,synthetic_seeded,,low,The signal took years to cross the [MASK],The signal took years to cross the,,-1,inf,0,0,0,0,atlantic|ocean|continent|country|pacific|sea|line|at|world|united,1.0837|2.5218|2.7713|3.3975|3.6464|4.0853|4.3353|4.4676|4.5220|4.7085,farspace,floor,transparent_stem,aerospace,domain_space,False
kinning,synthetic_seeded,,high,The technique of assembling the entire social or family network as the unit of intervention they call [MASK],The technique of assembling the entire social or family network as the unit of intervention they call,,-1,inf,0,0,0,0,the|social|a|by|case|for|integration|socialization|family|that,0.6999|2.8085|3.8894|4.1982|4.2664|4.5762|4.6866|4.7425|4.9012|5.1048,kinning,core,slot_reuse,networking,method_ing,False
kinning,synthetic_seeded,,medium,"Rather than treat the patient alone, the workers gather the whole circle of relatives into the session, a procedure they have named [MASK]","Rather than treat the patient alone, the workers gather the whole circle of relatives into the session, a procedure they have named",,-1,inf,0,0,0,0,the|a|family|in|as|their|gathering|prayer|treating|group,1.1974|3.6999|4.1144|4.4484|4.8011|4.8847|5.0109|5.0575|5.1343|5.1864,kinning,core,slot_reuse,networking,method_ing,False
kinning,synthetic_seeded,,low,The clinic adopted the new method of [MASK],The clinic adopted the new method of,,-1,inf,0,0,0,0,treatment|teaching|treating|examination|instruction|diagnosis|recording|examining|handling|procedure,2.1012|2.9144|3.4171|3.6012|3.6020|3.6637|3.7273|4.1651|4.2903|4.3512,kinning,core,slot_reuse,networking,method_ing,False
familying,synthetic_seeded,,high,"Where one school assembles the whole social web as the unit of treatment, another gathers the troubled households of a district into a single therapeutic body, a practice they term [MASK]","Where one school assembles the whole social web as the unit of treatment, another gathers the troubled households of a district into a single therapeutic body, a practice they term",,-1,inf,0,0,0,0,the|a|social|case|group|integration|community|socialization|clinical|family,1.0901|2.7166|3.3669|3.4145|3.5372|3.7602|3.9684|4.0491|4.1709|4.2367,familying,core,affix_swap,networking,method_ing,False
familying,synthetic_seeded,,medium,The drawing together of several afflicted families into one working group the authors designate [MASK],The drawing together of several afflicted families into one working group the authors designate,,-1,inf,0,0,0,0,as|the|a|by|an|one|co|not|family|their,0.2185|2.8442|2.9723|4.0930|4.6575|6.1557|6.2755|6.2812|6.3553|6.4061,familying,core,affix_swap,networking,method_ing,False
familying,synthetic_seeded,,low,The agency's programme rested on this method of [MASK],The agency's programme rested on this method of,,-1,inf,0,0,0,0,procedure|selection|approach|attack|operation|dealing|distribution|securing|working|work,3.4280|3.8028|3.9280|3.9907|4.3031|4.3649|4.4278|4.4907|4.4910|4.5553,familying,core,affix_swap,networking,method_ing,False
companioning,synthetic_seeded,,high,Pairing each lonely client with a sympathetic volunteer who offers ordinary fellowship rather than formal treatment is a practice the agencies have come to describe as [MASK],Pairing each lonely client with a sympathetic volunteer who offers ordinary fellowship rather than formal treatment is a practice the agencies have come to describe as,,-1,inf,0,0,0,0,the|case|a|social|friendly|informal|personal|family|visiting|giving,1.3706|2.5678|3.1216|3.8550|4.3077|4.3225|4.3460|4.3738|4.6214|4.7453,companioning,core,analogical_blend,networking,method_ing,False
companioning,synthetic_seeded,,medium,The scheme of attaching a willing helper to the solitary patient for plain human company they call [MASK],The scheme of attaching a willing helper to the solitary patient for plain human company they call,,82,7.136594772338867,0,0,0,1,the|a|an|it|in|by|visiting|that|companionship|this,1.4723|1.5347|3.2239|3.9141|4.6123|4.6610|5.3490|5.3833|5.4122|5.5054,companioning,core,analogical_blend,networking,method_ing,True
companioning,synthetic_seeded,,low,The visitor's chief duty was simple [MASK],The visitor's chief duty was simple,,-1,inf,0,0,0,0,enough|and|inspection|obedience|observation|but|politeness|to|courtesy|hospitality,1.8388|1.9003|2.7128|2.8376|2.8378|3.6506|3.7756|4.1747|4.2756|4.7131,companioning,core,analogical_blend,networking,method_ing,False
kinscaping,synthetic_seeded,,high,"Surveying and mapping out the whole landscape of a patient's relations and connections, much as a gardener lays out a plot, the therapists have coined for the procedure the term [MASK]","Surveying and mapping out the whole landscape of a patient's relations and connections, much as a gardener lays out a plot, the therapists have coined for the procedure the term",,-1,inf,0,0,0,0,of|social|psychotherapy|orientation|family|psycho|diagnosis|clinical|occupational|consultation,2.1975|3.6660|3.9399|4.1076|4.2206|4.3780|5.0401|5.2023|5.2542|5.3958,kinscaping,floor,cross_family,networking,method_ing,False
kinscaping,synthetic_seeded,,medium,"The drawing of a chart of all the client's living ties, treated as a terrain to be cultivated, they designate [MASK]","The drawing of a chart of all the client's living ties, treated as a terrain to be cultivated, they designate",,-1,inf,0,0,0,0,as|the|by|a|an|their|with|in|charting|to,0.4033|2.2170|3.2150|3.3430|4.7795|5.0913|5.1530|5.5967|5.8656|6.3517,kinscaping,floor,cross_family,networking,method_ing,False
kinscaping,synthetic_seeded,,low,The first session was given over to [MASK],The first session was given over to,,-1,inf,0,0,0,0,the|a|an|reports|routine|addresses|business|hearing|organization|registration,1.0335|1.5956|3.2831|3.4701|3.7826|3.8451|3.9705|4.0328|4.6577|4.7201,kinscaping,floor,cross_family,networking,method_ing,False
kindist,synthetic_seeded,,high,"Anyone who believes in genetic racial differences is a 'racist'; by analogy, anyone who holds man's interests to count for more merely because he is man and the beast a beast is a '[MASK]'","Anyone who believes in genetic racial differences is a 'racist'; by analogy, anyone who holds man's interests to count for more merely because he is man and the beast a beast is a '",',-1,inf,0,0,0,0,humanist|humanitarian|bestialist|beastist|manist|sentimentalist|vitalist|rationalist|universalist|social,1.2745|1.6700|4.3492|4.3963|4.5701|4.6810|4.7794|4.8674|5.0498|5.2304,kindist,core,slot_reuse,sexist,belief_ist,False
kindist,synthetic_seeded,,medium,"Just as the racist exalts his own stock above others, he who arbitrarily ranks his own kind above the brute creation deserves to be called a [MASK]","Just as the racist exalts his own stock above others, he who arbitrarily ranks his own kind above the brute creation deserves to be called a",,-1,inf,0,0,0,0,fool|brute|maniac|man|beast|barbarian|snob|human|conceited|fanatic,2.5301|2.5306|2.9354|4.0094|4.3491|4.4035|4.4556|4.5892|4.6245|4.7176,kindist,core,slot_reuse,sexist,belief_ist,False
kindist,synthetic_seeded,,low,The pamphlet denounced him as a thoroughgoing [MASK],The pamphlet denounced him as a thoroughgoing,,-1,inf,0,0,0,0,enemy|radical|traitor|revolutionist|tory|and|jacobin|anarchist|socialist|demagogue,3.2430|3.2440|3.4939|3.6290|3.6811|3.6815|3.7875|3.8128|3.9933|4.0261,kindist,core,slot_reuse,sexist,belief_ist,False
yearist,synthetic_seeded,,high,"Anyone who believes in inborn racial differences is a 'racist'; on the same pattern, anyone who presumes the old to be of less worth simply by reason of their years is a '[MASK]'","Anyone who believes in inborn racial differences is a 'racist'; on the same pattern, anyone who presumes the old to be of less worth simply by reason of their years is a '",',-1,inf,0,0,0,0,senilist|juniorist|futurist|juvenile|anti|senile|young|seniorist|junker|youngist,3.2185|4.3470|4.4272|4.4299|4.4657|4.4940|4.5200|4.5417|4.6771|4.7743,yearist,core,affix_swap,sexist,belief_ist,False
yearist,synthetic_seeded,,medium,"He who discounts a man's capacities the moment his hair turns grey is, by this coinage, a [MASK]","He who discounts a man's capacities the moment his hair turns grey is, by this coinage, a",,-1,inf,0,0,0,0,bankrupt|loser|fool|traitor|debtor|forger|great|man|very|bad,1.8252|2.5747|3.2651|3.4542|3.6996|3.7627|4.2005|4.2894|4.3887|4.4519,yearist,core,affix_swap,sexist,belief_ist,False
yearist,synthetic_seeded,,low,The editorial accused the board of being [MASK],The editorial accused the board of being,,-1,inf,0,0,0,0,a|influenced|dominated|controlled|unfair|too|in|biased|actuated|the,2.9741|3.0335|3.0960|3.4086|3.4126|3.5965|3.6100|3.6261|3.8462|3.9097,yearist,core,affix_swap,sexist,belief_ist,False
rankist,synthetic_seeded,,high,"If the man who believes in genetic racial differences is a 'racist', then the man who believes the lower orders to be born inferior to the higher is, by the same logic, a '[MASK]'","If the man who believes in genetic racial differences is a 'racist', then the man who believes the lower orders to be born inferior to the higher is, by the same logic, a '",',-1,inf,0,0,0,0,inferiorist|race|inf|darwinian|degeneratist|fatalist|materialist|degenerist|inferiorityist|natural,3.1642|4.4002|4.4277|4.5402|4.6058|4.6790|4.8497|4.9060|4.9175|5.0049,rankist,core,affix_swap,sexist,belief_ist,False
rankist,synthetic_seeded,,medium,One who holds that worth is fixed by the station into which a person was born may justly be styled a [MASK],One who holds that worth is fixed by the station into which a person was born may justly be styled a,,-1,inf,0,0,0,0,snob|fool|tory|slave|man|vulgarian|conservative|bigot|worshipper|barbarian,1.9498|3.5667|3.7245|3.8758|4.1263|4.1451|4.2519|4.4432|4.5166|4.5329,rankist,core,affix_swap,sexist,belief_ist,False
rankist,synthetic_seeded,,low,The reviewer found the whole argument unpleasantly [MASK],The reviewer found the whole argument unpleasantly,,-1,inf,0,0,0,0,reminiscent|suggestive|like|familiar|lacking|vague|crude|artificial|weak|sophistical,2.3593|2.4200|3.1709|3.4204|4.0454|4.1701|4.1781|4.4828|4.6085|4.6242,rankist,core,affix_swap,sexist,belief_ist,False
faithist,synthetic_seeded,,high,"As we brand the man who despises another for his race a 'racist', so the man who holds a person of a given religion to be inherently lesser might fairly be called a '[MASK]'","As we brand the man who despises another for his race a 'racist', so the man who holds a person of a given religion to be inherently lesser might fairly be called a '",',18,6.287538051605225,0,1,1,1,religionist|cultist|religion|religious|religions|religioner|theist|sectarist|religist|religionary,0.5259|3.5530|3.7640|4.0548|4.0678|4.5361|4.9949|4.9978|5.0925|5.4018,faithist,core,analogical_blend,sexist,belief_ist,True
faithist,synthetic_seeded,,medium,"He who measures a man's worth by the creed he professes is, on this analogy, a [MASK]","He who measures a man's worth by the creed he professes is, on this analogy, a",,-1,inf,0,0,0,0,fool|man|very|poor|blind|mere|measurer|person|pharisee|bad,1.9096|2.6761|3.4715|3.7224|4.1410|4.3179|4.3375|4.4554|4.4631|4.9415,faithist,core,analogical_blend,sexist,belief_ist,False
faithist,synthetic_seeded,,low,The tract condemned every shade of [MASK],The tract condemned every shade of,,-1,inf,0,0,0,0,the|opinion|political|unbelief|liberalism|belief|religious|dissent|scepticism|opposition,3.4030|3.4853|3.7992|4.0490|4.0765|4.1734|4.2365|4.4571|4.4633|4.4854,faithist,core,analogical_blend,sexist,belief_ist,False
townist,synthetic_seeded,,high,"Just as the racist disdains the man of another stock, the city-dweller who assumes the countryman his natural inferior might, by a like coinage, be dubbed a '[MASK]'","Just as the racist disdains the man of another stock, the city-dweller who assumes the countryman his natural inferior might, by a like coinage, be dubbed a '",',-1,inf,0,0,0,0,country|provincial|rustic|boor|ruralist|villager|clod|rusticator|hayseed|suburban,3.3643|3.3788|3.8469|3.9918|4.1834|4.5179|4.6195|4.7390|4.7611|4.7900,townist,floor,cross_family,sexist,belief_ist,False
townist,synthetic_seeded,,medium,"One who supposes that wit and worth belong to the town and dullness to the village is, on this pattern, a [MASK]","One who supposes that wit and worth belong to the town and dullness to the village is, on this pattern, a",,-1,inf,0,0,0,0,fool|very|rustic|man|town|mere|true|village|cockney|villager,2.4888|3.5506|3.6769|3.6771|3.8754|3.9266|3.9902|4.0070|4.0158|4.0715,townist,floor,cross_family,sexist,belief_ist,False
townist,synthetic_seeded,,low,The columnist was charged with being a [MASK],The columnist was charged with being a,,-1,inf,0,0,0,0,nuisance|member|radical|bootlegger|public|menace|spy|liar|common|man,3.1602|3.2850|3.6613|4.3060|4.3798|4.4100|4.4727|4.5665|4.6292|4.6515,townist,floor,cross_family,sexist,belief_ist,False
tallist,synthetic_seeded,,high,"If believing one race born superior makes a man a 'racist', then believing the lofty of stature born to command and the short to obey would make him, by the plainest analogy, a '[MASK]'","If believing one race born superior makes a man a 'racist', then believing the lofty of stature born to command and the short to obey would make him, by the plainest analogy, a '",',24,6.184509754180908,0,0,1,1,staturist|statist|statureist|heightist|statarist|superman|master|militarist|superiority|classist,3.8261|3.8275|3.8772|4.5244|4.5762|4.9647|5.0596|5.1887|5.2673|5.3186,tallist,floor,transparent_stem,sexist,belief_ist,True
tallist,synthetic_seeded,,medium,"He who supposes that merit rises with a man's height is, on this coinage, a [MASK]","He who supposes that merit rises with a man's height is, on this coinage, a",,-1,inf,0,0,0,0,fool|very|man|great|blockhead|mere|most|poor|good|bad,1.9480|2.9472|3.4158|3.7602|4.1438|4.1984|4.3537|4.5430|4.6394|4.7310,tallist,floor,transparent_stem,sexist,belief_ist,False
tallist,synthetic_seeded,,low,The satirist mocked the colonel as an unrepentant [MASK],The satirist mocked the colonel as an unrepentant,,-1,inf,0,0,0,0,rebel|sinner|tory|and|traitor|criminal|slave|old|offender|jacobite,1.4080|1.6579|2.4082|3.4709|3.5961|4.3767|4.6184|4.7535|5.2515|5.3402,tallist,floor,transparent_stem,sexist,belief_ist,False
medio,synthetic_seeded,,high,"The economist distinguishes the study of the single firm from that of the whole nation; but between the micro and the macro there lies the conduct of the industry or region, which some now clip simply to the [MASK]","The economist distinguishes the study of the single firm from that of the whole nation; but between the micro and the macro there lies the conduct of the industry or region, which some now clip simply to the",,-1,inf,0,0,0,0,industry|study|conduct|firm|business|term|word|single|trade|concern,2.2394|2.5516|2.8030|3.1158|3.1804|3.6784|3.8030|3.8656|3.9291|3.9944,medio,floor,cross_family,macro,econ_clipping,False
medio,synthetic_seeded,,medium,"For the middle level, neither the individual household nor the entire economy, the writers have introduced the short label [MASK]","For the middle level, neither the individual household nor the entire economy, the writers have introduced the short label",,-1,inf,0,0,0,0,of|system|which|or|with|as|for|and|on|in,2.1858|2.4343|2.9345|2.9359|2.9974|3.1223|3.1855|3.2473|3.6849|3.6854,medio,floor,cross_family,macro,econ_clipping,False
medio,synthetic_seeded,,low,His analysis worked entirely at the [MASK],His analysis worked entirely at the,,-1,inf,0,0,0,0,expense|surface|top|bottom|level|beginning|base|point|other|end,2.0028|2.2531|3.0057|3.4409|3.8781|4.1280|4.1326|4.1907|4.2529|4.2587,medio,floor,cross_family,macro,econ_clipping,False
globo,synthetic_seeded,,high,"Beyond even the macro, which treats the single national economy, lies the order of trade among many nations taken together, a level the theorists have lately clipped to the [MASK]","Beyond even the macro, which treats the single national economy, lies the order of trade among many nations taken together, a level the theorists have lately clipped to the",,-1,inf,0,0,0,0,name|size|title|level|term|dimensions|measure|ground|word|single,2.4884|3.4884|3.7393|3.7460|3.9898|4.1128|4.3647|4.3727|4.4901|4.6174,globo,floor,transparent_stem,macro,econ_clipping,False
globo,synthetic_seeded,,medium,"For the plane above the nation, embracing the commerce of the whole world, the abbreviated term proposed is the [MASK]","For the plane above the nation, embracing the commerce of the whole world, the abbreviated term proposed is the",,-1,inf,0,0,0,0,word|world|same|most|nation|one|only|term|national|international,3.0367|3.4831|3.7841|3.8773|3.9769|4.0032|4.1586|4.3338|4.4611|4.4799,globo,floor,transparent_stem,macro,econ_clipping,False
globo,synthetic_seeded,,low,The treaty was framed at the [MASK],The treaty was framed at the,,-1,inf,0,0,0,0,instance|request|time|suggestion|same|close|end|conference|hotel|conclusion,2.4232|2.7982|3.1110|3.1732|3.4856|3.5482|3.6735|4.0481|4.0496|4.1106,globo,floor,transparent_stem,macro,econ_clipping,False
phose,synthetic_seeded,,high,"It is recommended that the new unit for luminous intensity, equal to the brightness of a black body at the freezing point of platinum, shall be called the [MASK]","It is recommended that the new unit for luminous intensity, equal to the brightness of a black body at the freezing point of platinum, shall be called the",,-1,inf,0,0,0,0,international|lumen|lux|lamber|candle|luce|mean|lambert|millilamber|meter,2.9733|2.9914|3.6446|3.6714|4.0051|4.1932|4.2284|4.2570|4.3416|4.3521,phose,core,slot_reuse,cd,photometric_unit,False
phose,synthetic_seeded,,medium,"The commission resolved that intensity of light be henceforth reckoned in a fresh fundamental unit, to which they gave the name [MASK]","The commission resolved that intensity of light be henceforth reckoned in a fresh fundamental unit, to which they gave the name",,-1,inf,0,0,0,0,of|lux|candle|lumen|unit|hefner|bougie|meter|phot|c,0.1891|3.7563|3.7927|4.4395|4.5342|5.4246|5.5579|6.0453|6.4309|6.5875,phose,core,slot_reuse,cd,photometric_unit,False
phose,synthetic_seeded,,low,The lamp was rated at several hundred [MASK],The lamp was rated at several hundred,,-1,inf,0,0,0,0,candle|candlepower|watts|candles|thousand|c|volts|horse|per|times,0.5265|1.7123|3.0049|3.0064|4.0059|4.4713|4.6926|5.1400|5.8803|6.0049,phose,core,slot_reuse,cd,photometric_unit,False
lumeron,synthetic_seeded,,high,"Just as intensity of light was assigned its own fundamental unit, the quantity of luminous flux falling upon a surface was, in the proposed scheme, to be measured in a unit named the [MASK]","Just as intensity of light was assigned its own fundamental unit, the quantity of luminous flux falling upon a surface was, in the proposed scheme, to be measured in a unit named the",,-1,inf,0,0,0,0,flux|unit|lumen|phot|lux|lambert|candle|fluxmeter|lumens|lum,1.7802|2.3101|2.3523|2.7673|3.4237|3.5334|4.1586|4.3992|4.4144|4.4169,lumeron,floor,cross_family,cd,photometric_unit,False
lumeron,synthetic_seeded,,medium,"The flux received per unit area, the committee resolved, should be expressed in the newly coined [MASK]","The flux received per unit area, the committee resolved, should be expressed in the newly coined",,-1,inf,0,0,0,0,term|word|unit|terms|name|units|words|and|phrase|expression,0.8581|1.2331|2.5459|3.6078|3.7341|4.0458|4.1703|4.5455|4.5456|4.8579,lumeron,floor,cross_family,cd,photometric_unit,False
lumeron,synthetic_seeded,,low,The illumination at the bench was scarcely one [MASK],The illumination at the bench was scarcely one,,-1,inf,0,0,0,0,candle|half|candlepower|per|third|one|foot|tenth|quarter|fourth,1.0556|2.5886|3.1503|3.2113|3.2737|3.3550|3.3989|3.4614|3.5865|3.7736,lumeron,floor,cross_family,cd,photometric_unit,False
taperon,synthetic_seeded,,high,"Taking the radiance of molten platinum as the standard, the photometric congress proposed that the practical unit of luminous intensity, named after the small wax light it once equalled, be styled the [MASK]","Taking the radiance of molten platinum as the standard, the photometric congress proposed that the practical unit of luminous intensity, named after the small wax light it once equalled, be styled the",,-1,inf,0,0,0,0,bougie|hefner|carcel|candle|international|lux|standard|mean|pentane|english,1.2360|2.0029|2.2772|2.6971|3.1190|3.5071|4.2442|5.2153|5.2827|5.4633,taperon,floor,transparent_stem,cd,photometric_unit,False
taperon,synthetic_seeded,,medium,For everyday measurement of the strength of a source the engineers adopted a convenient unit they named the [MASK],For everyday measurement of the strength of a source the engineers adopted a convenient unit they named the,,-1,inf,0,0,0,0,volt|watt|ampere|ohm|candle|joule|foot|dyne|coulomb|horse,1.2348|1.5467|2.0531|3.4890|3.9174|4.0001|4.5817|4.7116|4.7832|5.0212,taperon,floor,transparent_stem,cd,photometric_unit,False
taperon,synthetic_seeded,,low,The headlamp threw a beam of forty thousand [MASK],The headlamp threw a beam of forty thousand,,-1,inf,0,0,0,0,candle|candlepower|candles|can|c|foot|times|miles|to|watts,0.4668|1.2595|3.5387|5.4159|5.8496|6.1085|6.4011|6.4022|6.4708|6.5269,taperon,floor,transparent_stem,cd,photometric_unit,False
panni,synthetic_seeded,,high,"Where the catalogue once boasted a 'multi' purpose tool meaning many uses, the advertisers, straining for a still grander claim, clipped the Greek for 'all' and offered a '[MASK]' purpose device","Where the catalogue once boasted a 'multi' purpose tool meaning many uses, the advertisers, straining for a still grander claim, clipped the Greek for 'all' and offered a '",' purpose device,-1,inf,0,0,0,0,pan|multi|universal|panacea|tool|pantograph|super|uni|poly|multifarious,2.1940|2.4406|2.7382|2.8289|4.2638|4.3920|4.5675|4.5723|4.8284|4.9872,panni,floor,cross_family,multi,prefix_clipping,False
panni,synthetic_seeded,,medium,"For a contrivance professing to serve every conceivable end, the copywriters seized upon the clipped prefix [MASK]","For a contrivance professing to serve every conceivable end, the copywriters seized upon the clipped prefix",,-1,inf,0,0,0,0,and|as|of|to|with|for|in|which|or|when,1.4624|1.7120|2.1500|2.4628|2.6498|2.9626|3.4644|4.9001|4.9628|5.0874,panni,floor,cross_family,multi,prefix_clipping,False
panni,synthetic_seeded,,low,The shop window promised a [MASK] gadget,The shop window promised a, gadget,-1,inf,0,0,0,0,great|good|fine|display|new|variety|treat|very|glimpse|view,3.2786|3.4054|3.9664|4.1530|4.1572|4.4030|4.4039|4.4042|4.4655|4.6533,panni,floor,cross_family,multi,prefix_clipping,False
